,A3TV,ABE,ABG,ABG.P_0,ABG.P_1,ACS,ACX,ACX_0,AENA,AGS,ALT,AMS,ANA,ANA_0,BBVA,BKIA,BKIA_0,BKT,BME,BTO_0,BTO_1,CABK,CAR,CIE,CIN,CLNX,COL,COL_0,CRI,DIA,EBRO_0,EBRO_1,ELE,ELE_0,ENC,ENG,EVA,FAD,FCC,FER,GRF,IAG,IBE,IBLA,IBR,IDR,ITX,JAZ,LOR,MAP,MAP_0,MAS,MEL,MRL,MTS,NHH_0,NHH_1,NTGY,OHL,POP,PRS_1,REE,REE_0,REP,SAB,SAN,SCYR_0,SCYR_1,SGC,SGRE,SGRE_0,TEF,TEM,TL5,TRE,UNF,VIS,VIS_0,ZEL
2013-10-11,,2.440305401995766,,,,0.033739448660895136,,0.6184895789527856,,,,-0.5624369183281569,,-1.0020937233496485,1.388504970510023,,,1.023120034215978,0.5681142206068952,,,0.8957695270613732,,,,,,,,-0.4054831637746051,,-0.8159189784845488,,0.49284194972480955,,-0.4916804948927354,,,-0.9782837409542418,-0.5116672609414232,-2.6924420500124118,-0.06152241119246451,0.43402596198219723,,,-1.3320479961135545,0.5463583495033423,0.7948220587938176,,-0.743126368991337,,,,,-0.3775377535554068,,,-0.2177567117866727,-0.24509319178552375,-0.6154345747931428,,0.6847054092519808,,-0.7448009398522467,-0.7368056605228982,1.0544126197788775,,1.0212385562648172,,,,1.6206197515083378,,0.6836216531360612,-0.8336500868782014,,,-0.932907465738734,
2013-10-14,,2.334636548251261,,,,-0.07097205290246734,,0.8099627983271875,,,,-0.6693369047384418,,-0.8120295799891104,1.4683950384028959,,,0.8883006333746886,0.19282943647745607,,,0.7722019054195958,,,,,,,,-0.3026008693556521,,-0.7357842125655509,,0.7318028036599248,,-0.36451548267568834,,,-1.2388195617107012,-0.34491395669436936,-2.583216612547935,-0.12527687738379625,0.5240149968083458,,,-1.3941203355945784,0.3928121450359299,0.6159119753083522,,-0.8694778796633513,,,,,-0.2513001751020528,,,0.019732001759250294,-0.2234883011623583,-0.9356634065025154,,0.7605687840052893,,-0.8256831900209527,-0.6528925682169884,1.1763945433872416,,0.9801049201522948,,,,1.710658182719992,,0.751404375250312,-0.7164684060147684,,,-1.0131707154987286,
2013-10-15,,2.2683454465499713,,,,-0.17720417876756384,,0.7291942092158861,,,,-0.966526757912803,,-0.703517905280471,1.4270032829208723,,,0.9387531838536797,0.30010573121736916,,,0.8452860503472267,,,,,,,,0.14703383120088803,,-0.8827794949017665,,0.7430409851337164,,-0.21985647195400557,,,-1.7430301710882983,-0.2553837020813121,-2.306320432300947,0.04641998161931276,0.5451168007859852,,,-1.3351741001693573,0.3061939158967625,0.47593791403637636,,-0.7939629839567601,,,,,-0.055180702906795,,,0.028753324638315418,-0.17698139266683685,-1.0971147503845755,,0.662906103596378,,-0.7558034490566938,-0.5848576115267918,1.3045380690256336,,0.9759585219554849,,,,1.6695727093954174,,0.5161003867326153,-0.6042102210381458,,,-1.2723561221287663,
2013-10-16,,2.2710916291758063,,,,-0.09920358261338355,,0.6396784630881136,,,,-0.7827112334959189,,-0.7103376303048564,1.4623904424367224,,,0.6863144815564493,0.5646987187058323,,,0.8308381714648377,,,,,,,,0.09308380829424748,,-0.8049430967628822,,0.7383101445127582,,-0.26695927376311995,,,-1.8051467721297014,-0.12813168170627925,-2.3219855588714053,0.11574442519792007,0.6438207932873901,,,-1.3707036837710955,0.009966524716260645,0.29067032972642204,,-0.677181811217122,,,,,-0.18861183334562706,,,0.18869705699458186,-0.32079622083239995,-1.1910811271570396,,0.7516768493846091,,-0.8172279563642482,-0.6998566701712238,1.384676406351144,,0.9350467749308111,,,,1.7698037960681088,,0.4770316770750067,-0.6954282970156849,,,-0.973234063445029,
2013-10-17,,2.266297859808162,,,,-0.22487075965085146,,0.8073290697031159,,,,-0.7877108126024405,,-0.5628592142282977,1.3733949054652808,,,0.7301507996704507,0.2995938497692538,,,0.8820569920646065,,,,,,,,-0.01647882051987183,,-0.9479864958932853,,0.8910287388424392,,-0.07070804474043685,,,-1.8656615775941834,-0.3950233077650864,-1.785374307357311,-0.028455992951490216,0.6248146120325032,,,-0.9819249955819004,0.347928018097126,0.1523192415412925,,-0.6327706923832811,,,,,-0.41340076612392945,,,0.41594076250418627,-0.596714071708043,-1.5269411553525698,,1.0345894538250076,,-0.7002917383433094,-0.921389108503823,1.407927108768464,,0.9535166739202042,,,,1.749272005929661,,0.44375246997614987,-0.761252981226471,,,-1.1600977193913204,
2013-10-18,,2.26180742127641,,,,-0.40740946700470076,,0.9601390536536203,,,,-0.42279850142641584,,-0.9809581689880701,1.3983108790202368,,,0.6996731859271587,0.20535567897145252,,,0.6402161307596417,,,,,,,,0.09015950045096506,,-0.8885856341219713,,0.7641501317666327,,-0.04183952984657982,,,-1.5941385510980672,-0.26445093009393367,-2.531525218583344,0.09629905495980522,0.6027795839910473,,,-0.7221959210360651,0.4052970806664266,0.26928185325351806,,-0.4141229585690097,,,,,-0.41299545903426926,,,0.28903176746570663,-0.39956669366133724,-1.5760561062137473,,0.6845363426866627,,-0.6980690299251462,-0.9298401275446286,1.3725918930595697,,0.8599866702050019,,,,1.7462504155002294,,0.5154398486359483,-0.5119169888335278,,,-1.0648372062692175,
2013-10-21,,2.4654796095612186,,,,-0.5385292865914817,,0.8603529186285727,,,,-0.37233302308884497,,-0.851784354209976,1.35531828862038,,,0.4331779523919656,0.34785306079890294,,,0.5619781754014456,,,,,,,,-0.048204188980305304,,-0.3865348703045597,,0.8695526376339846,,0.11996972485887147,,,-0.9911293603513638,-0.27966246618550694,-2.5973756310870426,-0.0628160590439861,0.43285335564170035,,,-0.7524274963767666,0.09901895914779776,-0.08380504766151582,,-0.5025244719377082,,,,,-0.4403712473695775,,,0.11921301956883541,-0.3610409645216655,-1.7552241763164425,,0.9857177276033209,,-0.5755774925847389,-1.264364417772637,1.294577627357379,,0.9878718978386097,,,,1.8945398204195811,,0.41884631076318457,-0.4499559741747953,,,-0.9326605576768281,
2013-10-22,,2.474121494352179,,,,-0.5771366681606037,,0.565151202786938,,,,-0.1395019043313241,,-0.608219277071134,1.3290944793442419,,,0.54126561909712,0.5897409082264161,,,0.5140986383871831,,,,,,,,-0.27704312062384123,,-0.3096714563012551,,0.9551304673753008,,0.2521446840135628,,,-0.3962264186455431,-0.12774936950026677,-2.8013860972257474,-0.4997065508540488,0.29843292286993045,,,-0.9351636571107206,0.031497221899401726,-0.18691392342951438,,-0.6868017845206528,,,,,-0.9232406181053143,,,0.20938797548592386,-0.2599614410358613,-1.5529897817378708,,0.9624493581972535,,-0.6435195789517598,-1.1606494851754572,1.1541940465280403,,1.299772856645077,,,,1.8530070841378308,,0.17997391434356155,-0.3463069036673708,,,-0.7772748372416658,
2013-10-23,,2.2323682632403403,,,,-0.6403836776470558,,0.8411062517033976,,,,0.5372027067157573,,-1.1921340421006044,0.5755795516243055,,,-0.031476308811301146,0.9089721350632795,,,0.43109671021524465,,,,,,,,-0.04922565988465422,,-0.13687175329016332,,1.128541438164002,,0.8280329763053172,,,-0.24415225579146116,-0.35956981800955184,-2.869524837988532,0.41237869486004447,-0.27685784368571376,,,-0.9343703035951567,0.5823827105740315,-0.3274265184356814,,-0.8869346947490077,,,,,-0.6090370649085243,,,0.4411157877842087,-0.011022736517117058,-1.5023394791837312,,1.1855485140048034,,-0.725965267090609,-1.9107873254894512,0.8624866239613873,,0.8721252266066649,,,,1.3658897523730515,,0.19623743397646737,-0.21704067191816498,,,-0.4759445180758147,
2013-10-24,,2.39229161111581,,,,-0.8560591691308987,,0.8277838131972269,,,,0.12212456269422933,,-1.1079891392429542,0.5664352052282658,,,0.22062174866027512,1.0008343674014495,,,0.6190778372923673,,,,,,,,-0.2886587954854728,,-0.07977815133665125,,1.1800461925681869,,0.9635426965999752,,,-0.3481413113081008,-0.2809806411343941,-2.668431833989605,0.22252394531368092,-0.2809738119909074,,,-1.041832060871696,0.491700498902796,-0.49182737796716,,-0.829749402577904,,,,,-0.32909312147460806,,,0.5115541371703978,0.002045276917196128,-1.9338406534032246,,1.1025978464000286,,-0.8172315572888117,-1.4730440525929658,0.8803281056088128,,0.8297312049496521,,,,1.3136847055251426,,0.2667755877938176,-0.13607907944880399,,,-0.5499891840951493,
2013-10-25,,2.5242788322873855,,,,-0.9654119115723194,,1.2208886516009996,,,,0.4168497746851969,,-0.8132490532005053,0.3102677871688291,,,-0.04143284925302987,1.136012944824874,,,0.5958456318473883,,,,,,,,-0.4049863353919287,,0.09073182971305947,,1.0650027187389552,,1.1583793725590437,,,0.07524830974321162,-0.48128968565375774,-2.65090617308146,-0.431766417351316,-0.24166165445341847,,,-0.9453583950744932,0.46152025117385487,-1.1644100491535172,,-0.6164959227690837,,,,,-0.254555495154624,,,0.7046590390902802,-0.06895745917999872,-2.0125946606625686,,0.9365548778474687,,-0.7758964416196711,-0.9161166658041465,0.875532746502597,,0.4116204428590086,,,,1.148076841325037,,0.07183988276479569,0.2060039085113627,,,-0.6242246738675066,
2013-10-28,,2.5318479746020532,,,,-0.7943761295648164,,1.0005031961208146,,,,0.2959003663550509,,-0.6106577806291361,-0.11159052430931116,,,-0.13256665258576505,1.217708000367717,,,0.72932162331403,,,,,,,,0.02490849586323574,,0.3861481433407504,,0.9340716969138219,,1.2756183265295657,,,0.31769544578602077,-0.47784002550191707,-2.4321755455822154,-0.7964866431030877,0.09205318668052652,,,-0.9528311670052493,0.6809489182068129,-0.7023479299209445,,-0.8333320481912958,,,,,-0.6310868477380865,,,0.8117379492420695,0.042687989503903186,-2.164510437448691,,1.1083203762552638,,-0.3736234779555611,-1.3815713481982161,0.402158317810058,,0.0593652841940711,,,,1.2393464011929483,,0.13093764191180074,-0.10832576949899035,,,-0.7779570069572205,
2013-10-29,,2.355507632255661,,,,-0.8744838803179468,,1.0356069375415407,,,,0.20653848795948038,,-0.667616950330268,-0.07467962445657682,,,0.14434212875948063,1.428652728451767,,,0.7194072574167761,,,,,,,,-0.46137774395360687,,0.014843016379466183,,0.8145007523779478,,1.3098211692550692,,,0.2041092775391637,-0.27251061801784565,-2.56099537774457,-0.8773563454591414,0.37957641655710495,,,-0.8449681791757436,0.7781981603931399,-1.0834299775373086,,-0.6628640987294206,,,,,-0.6987198025265279,,,0.7521530004343477,0.10327102234958968,-2.018638134368559,,0.9344066645750962,,0.08988728366669366,-1.200449171492356,0.5764305264155212,,-0.23233082410590772,,,,1.4334522100975053,,0.09041072277949795,-0.13462945998464834,,,-0.7060652070044111,
2013-10-30,,1.9269491633737512,,,,-0.9196499257294442,,1.232311915411341,,,,0.4449166779123647,,-0.09001138436993347,-0.4502710586361827,,,-0.15805594415697,1.4462686126376765,,,0.5302880770901908,,,,,,,,-1.0903708214922878,,-0.1507945636838083,,1.1543651868827352,,1.4669611937601406,,,0.22559861964202432,-0.2624224460182439,-2.241014551083689,-0.5194014507655358,0.22838686591765514,,,-0.5194594733465331,0.731500221482805,-0.8647222200215547,,-0.8762476787944437,,,,,-0.3295376223213507,,,0.9425562184129268,0.07756512568783733,-1.915036582497437,,1.0412178152484426,,0.4987084391299397,-1.2825850039371938,0.38677177161490955,,0.20197298573034375,,,,1.1179450465042415,,0.06189227445205673,-0.17218727966369884,,,-1.8744082043730905,
2013-10-31,,1.7438497408266207,,,,-0.8497744567219851,,1.1274183801886941,,,,0.6726785565666588,,-0.15328715407131296,-0.45307526171834744,,,-0.29360403792906603,1.5202962218965856,,,0.5493361321260961,,,,,,,,-1.0551332696436255,,-1.4918112568628408,,1.243276679618548,,1.169985211037097,,,0.5576019152223439,-0.03205069324159587,-2.0302752436740596,-0.42287860592201176,0.1493584059664964,,,-0.6828740474740053,0.5900230324924263,-1.0134879831237975,,-0.10905941328054486,,,,,-0.41434275806092374,,,1.0154952989814805,0.07533927741521139,-1.7334769720632486,,0.7094818263823645,,0.4070634347032173,-1.0569767802939287,0.40901667245109163,,0.40868566363215514,,,,1.2121107976570293,,0.4464544893942207,-0.015279730607454155,,,-2.2000840718695915,
2013-11-01,,1.0388749391938867,,,,-0.7402667740304865,,1.1888190068986426,,,,-0.0816590145162053,,0.057457254032393726,-0.428205233603901,,,-0.10248599853537653,1.6351173229172284,,,0.5490966106268459,,,,,,,,-1.0651658596397053,,-1.443045356797368,,1.1709476172099587,,1.2138179862001357,,,0.496859451075544,-0.3035182955316777,-2.1047123266456844,-0.1917970456587882,0.5253570874450302,,,-1.1186468090640307,0.6017290396338989,-1.0316994080911923,,-0.17916368995820106,,,,,0.21638466923912203,,,1.331300549445234,-0.06286776132791407,-1.5509478013635107,,0.7384304552420226,,0.27578013554164715,-1.0413665007858197,0.41815620682780624,,0.8544603307086464,,,,1.2228975834744207,,0.3035287974353564,-0.0486333032366205,,,-2.344833864361327,
2013-11-04,,0.8337339521355073,,,,-0.5238685255780948,,1.2218277382879903,,,,-0.22813297188097414,,0.13380163255537364,-0.5045405259255789,,,-0.3529597116445201,1.7203404837096474,,,0.4633535870764941,,,,,,,,-1.0344338855365287,,-1.7896705621172229,,1.5964238865670948,,1.0005580124109426,,,0.3537162190571472,-0.1518689064643808,-1.5832848918683666,-0.4025203564306778,0.5673423292435278,,,-1.1601915294229934,0.3364473285557269,-1.0768826453517413,,-0.22875464122393413,,,,,0.3238417231446281,,,1.2302301013571608,0.2610442062731407,-1.8010325336397015,,1.044683763390057,,0.6502882292087738,-1.1294090204637883,0.38440358371158156,,0.5590800522057111,,,,1.1391756389933094,,0.27250649632070556,0.04885910712032954,,,-2.1741073637763417,
2013-11-05,,0.7347311586970361,,,,-0.5925050100890695,,1.5320894164596124,,,,-0.24836516220063085,,-0.30262511448501034,-0.6995042684458749,,,-0.0649074917719344,1.9775654833826561,,,0.3386498948824057,,,,,,,,-1.148100876763133,,-1.8363179312016438,,1.4858519508175811,,0.912139504687651,,,0.20653231684300152,-0.1581482152627876,-0.9903352922143512,-0.5136849993259923,0.6528533029007925,,,-1.1946197692252372,0.38980278691118475,-1.304838994465203,,-0.3295576057268386,,,,,0.4781804875446898,,,1.4910385701447653,0.4000411351988629,-1.5617969853563225,,0.9208414569768181,,0.37019853668520597,-1.2284569860913739,0.2579731048571201,,0.569889890508051,,,,1.106152285380085,,0.20964588938327575,0.14129063702869943,,,-2.0017031066640945,
2013-11-06,,0.9308405043422856,,,,-0.846802268373577,,1.6170006029242128,,,,-0.4253033402027986,,-0.4465270334601614,-0.7996297581592894,,,0.05866091962954348,2.0526550987410426,,,0.36189079185730627,,,,,,,,-0.7718921493441353,,-1.6434676594509623,,1.5489934758088937,,0.7469765989894696,,,-0.013801324378398126,-0.04133655460548383,-1.0582714174508652,-0.7595497207154195,0.6319743103711557,,,-1.3642488934013075,0.34217261585015524,-0.8724979230930747,,-0.0964162461118995,,,,,0.44953619267555506,,,1.5233811705573388,-0.2431224713547207,-1.0939196785453267,,0.673425253040778,,0.3928275358775559,-1.2566113017547946,0.22687562761466393,,0.8597706521447153,,,,1.2707628039733376,,-0.2047411955018097,0.42707347006224977,,,-2.1766786885562337,
2013-11-07,,0.9659423301811352,,,,-0.7460986795932985,,2.011621580911665,,,,0.3379105239303489,,-0.09150223495177674,-0.669133990484484,,,0.20194228752331878,1.4488733015028248,,,0.5352883983216478,,,,,,,,-1.0233499665952772,,-1.804027950658787,,1.0920659014930194,,0.6730018268558909,,,0.014656614024639612,-0.036628375257369505,-0.7263355531776838,-0.5243025920483697,0.49135132360733175,,,-1.3075928872870912,-0.11488220820455468,-1.3480670015069791,,0.782271891495648,,,,,1.1399509645221417,,,1.3824217368348828,-0.4447268430427457,-1.0247950276461062,,0.530053437461627,,-0.42088533617661605,-1.5000761326008185,0.2993808232701357,,1.0180551037903127,,,,0.960618348020602,,-0.5472806842261334,0.5631200599678218,,,-2.1188409902569068,
2013-11-08,,0.9549773326938243,,,,-0.8684527174286254,,1.5039868914294552,,,,0.5254739943743709,,0.03989820811040212,-0.9057840124705443,,,0.15220852847977748,1.0614916832781751,,,0.5126637812608246,,,,,,,,-1.0196521510087724,,-1.742641993549128,,1.0612974484196434,,0.8087111048118508,,,0.14303637094919178,-0.009344651191038571,-0.7926973258561284,0.05831595949399753,0.5220349162549044,,,-1.2896992520746293,-0.40719808446416683,-1.612159272552151,,0.8191078433487401,,,,,1.5731316617877298,,,1.5136788311730438,-0.1637985335193245,-0.8911557799700776,,0.8816384679930576,,-0.8322323742815333,-1.2865152755378717,-0.061566402291008605,,0.6682500601786319,,,,0.766659037292863,,-0.24585504995877147,0.8360729754388061,,,-2.2738822206155183,
2013-11-11,,0.7393647348871025,,,,-0.8449172825049038,,1.4371553526051435,,,,0.07801301719140147,,0.265358923442454,-0.893833347980846,,,0.03135466388266053,0.6577442731943078,,,0.5610819140738575,,,,,,,,-1.1708310984548411,,-1.7731940910554878,,1.206568427855293,,0.9720607300488135,,,0.028544830646230115,-0.1234551298492941,-0.39911814859210476,-0.0033978060975460214,0.6734146340415696,,,-1.1972548533348346,-0.5162690392648481,-1.51063390030017,,0.8596838304730913,,,,,1.4985615630673894,,,1.4421442090770458,0.35464807779160507,-0.9784932806226768,,0.8913051684730673,,-0.6676331499675415,-1.4555974834969252,0.08172318958303852,,0.8988483161970053,,,,0.7046932317004987,,-0.36149056776971644,0.9108174384431136,,,-2.3969673473829602,
2013-11-12,,0.6556234388185407,,,,-1.5344219480463985,,1.7657323492127568,,,,0.08669993698962632,,0.4869264607992752,-1.169476214599335,,,0.07593166512007497,0.804601094115093,,,0.5964698860473999,,,,,,,,-0.8110750041774959,,-1.364944043074279,,1.2820045031639793,,0.9740994449221491,,,0.0625798506968221,-0.2392828828863527,-0.17945479818398938,0.06248014832730958,0.6011356199231602,,,-1.087398898372062,-0.5273633455964777,-1.2259084606947053,,0.9711651503071878,,,,,1.3219363826729547,,,1.7056749221060152,0.07665132878256363,-0.8354298058514583,,0.8384844607031784,,-1.4042751451413498,-1.3442955486113874,-0.0507458565258961,,0.455601365096266,,,,0.4561062102024164,,-0.3834077731135464,1.0136241550970526,,,-2.1360486482290884,
2013-11-13,,0.40139283512040475,,,,-0.831497476347084,,1.6410666063775303,,,,0.43823899925266696,,0.536066725836459,-1.313795172712017,,,0.09285022181490349,0.6231863042623929,,,0.7906953122741134,,,,,,,,-0.9265505597187692,,-1.2935269075696585,,1.442555907105436,,0.6440370060636984,,,-0.06161632289113408,-0.3473141166446718,-0.05966763941181202,-0.11555082019682755,0.9345284262616266,,,-1.2326735930676045,0.07978496226378372,-1.7197712743747198,,1.1370418618382654,,,,,1.1185595433728497,,,1.7777616675794925,-0.11314538020858109,-0.6169467895266582,,0.8088452176239183,,-1.0204115408859415,-1.5908289696619056,0.03613126811289868,,0.019480641530577176,,,,0.49844018070438745,,-0.7173847437802163,1.059108614339735,,,-2.119090994737546,
2013-11-14,,0.6308821843942132,,,,-1.037875401356708,,1.5309182343302814,,,,0.6848033684492865,,0.5239115115370836,-0.9634442842203126,,,0.03733340751959391,0.4470486116796521,,,-0.8078716908063304,,,,,,,,-1.188043910246371,,-1.0739604095548658,,1.7517501743529724,,1.2354398188947704,,,-0.17418396651998466,-0.14249337702417092,0.25251801636788973,-0.020554057077496933,1.226550658067462,,,-1.298187858740645,0.4590790962858404,-1.5160841879425906,,0.22188401961166174,,,,,1.138351075811077,,,1.7292602026026593,-0.8325173872416317,-0.6548594737653812,,0.9701530220130504,,-0.6059279279606791,-1.353427637508651,0.0462049589035845,,-0.23389790401289523,,,,0.3275036430539899,,-0.634206731595085,1.2882607972105786,,,-1.9643165955118531,
